Nome,Universidade,Campus,Cidade,Email,Site,Eixo,Temática,Ano de criação,Instagram,Facebook,Twitter,YouTube,Estado,Site na instituição,Wikipedia_title,Wikipedia_URL,Universidade_Wikidata_id
PET Engenharia Elétrica,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petee.dados@gmail.com,www.notion.so/petee/SITE-PET-Engenharia-El-trica-UFSM-680b3baafe9e4181875dd32179e41820,Engenharias,,1995,https://instagram.com/petengenhariaeletrica,https://www.facebook.com/peteeufsm/,,https://www.youtube.com/channel/UCBEYpCQ4ruNVIHnAUV5Gmug, RS,www.ufsm.br/pro-reitorias/prograd/pet/grupos-na-ufsm,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Zootecnia,Fundação Universidade Federal do Tocantins,Campus Araguaína,Araguaína,petzootecnia@uft.edu.br,,Ciências Agrárias,,2013,https://instagram.com/petzootecniaufnt,,https://twitter.com/petzootecniauft,https://www.youtube.com/channel/UCUzHcTxm2A_MO0W5Aw820mw/videos, TO,,Tocantins,https://en.wikipedia.org/wiki/Tocantins,
PET Educação Física - Biomecânica,Universidade Federal do Vale do São Francisco,Campus Sede - Petrolina,Petrolina,pbe.univasf@gmail.com,,Ciências da Saúde,Biomecânica e Prática Baseada em Evidências,2010,https://instagram.com/pbe.univasf,https://www.facebook.com/PetBiomecanica,,https://www.youtube.com/channel/UCrIM15Sp2XzJ4Nw2IxiE2zw, PE,portais.univasf.edu.br/proen/departamentos/diretoria-de-programas-especiais-de-graduacao/programa-de-educacao-tutorial-pet,Federal University of the São Francisco Valley,https://en.wikipedia.org/wiki/Federal_University_of_the_S%C3%A3o_Francisco_Valley,
PET Ciências Agrárias,Universidade Federal de Santa Maria,Campus Frederico Westphalen,Frederico_Westphalen,petagronomiafw@ufsm.br,,Ciências Agrárias,,2010,https://instagram.com/petcienciasagrarias,https://www.facebook.com/AgronomiaPET/,,https://youtube.com/channel/UCjkN8bs_IkYjoGsXSl1cOfg, RS,,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Ciências Biologicas,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Rio Claro,Rio_Claro,petbioloriarioclaro@gmail.com,petbiologiarc.wixsite.com/unesp,Ciências Biológicas,,2009,https://instagram.com/petbiologiarioclaro,,,https://www.youtube.com/c/PETBiologiaRC, SP,,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Psicologia,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Assis,Assis,petpsicologia.assis@gmail.com,,Ciências Humanas,,2012,https://instagram.com/petpsicologia_,https://www.facebook.com/PET.Psicologia,,https://www.youtube.com/c/PETPsicologiaUNESPAssis, SP,www.assis.unesp.br/#!/departamentos/psicologia/psicologia-social-e-educacional/pet-psicologia/,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Economia,Fundação Universidade Federal do Tocantins,Campus Palmas,Palmas,peteconomia@uft.edu.br,,Ciências Sociais Aplicadas,Economia Regional,2009,https://instagram.com/peteconomiauft,,,, TO,ww2.uft.edu.br/pet-economia/,Tocantins,https://en.wikipedia.org/wiki/Tocantins,
PET Comunidades Urbanas - Conexões de Saberes,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",Campus Natal - Central,Natal,comunidadesurbanaspet@gmail.com,,Interdisciplinar,Comunidades Urbanas,2010,https://instagram.com/peturbanasufrn,https://www.facebook.com/PetComunidadesUrbanasUFRN,,, RN,,Federal University of Rio Grande do Sul,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Sul,
PET Física,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petfisica@ufsm.br,www.ufsm.br/pet/fisica/,Ciências Exatas e da Terra,,1992,https://instagram.com/petfisicaufsm,https://cenapet.org/grupos/273/facebook.com/petfisicaufsm,https://twitter.com/petfisicaufsm,https://www.youtube.com/channel/UCA81uWltMtz8zFGY8_9-eZg, RS,www.ufsm.br/pro-reitorias/prograd/pet,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Engenharia Civil,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petcivil@ufsm.br,,Engenharias,,2013,https://instagram.com/petcivilufsm,https://www.facebook.com/petcivilufsm,,https://www.youtube.com/channel/UC3YPNkfq62dJw9qS53LilDw, RS,www.ufsm.br/cursos/graduacao/santa-maria/engenharia-civil/pet-engenharia-civil/,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Biologia,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petbioufsm@gmail.com,sites.google.com/site/petbioufsmrs/home,Ciências Biológicas,,1992,https://instagram.com/petbioufsm,https://www.facebook.com/petbiologiaufsm,,https://www.youtube.com/channel/UCJFPZFADlqlnaXQAfDNKS-A, RS,,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Comunicação Social,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petcomunicacaosocial@ufsm.br,www.ufsm.br/pet/comunicacao-social/,Ciências Sociais Aplicadas,"Ensino, Pesquisa e Extensão",1992,https://instagram.com/petcomufsm,https://www.facebook.com/petcomufsm,,https://www.youtube.com/channel/UCPBAu6b8gE3c8H2qVb-b5cg, RS,www.ufsm.br/pet/comunicacao-social/,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Geografia,Universidade Federal de Uberlândia,Campus Pontal,Ituiutaba,petgeo.facip@gmail.com,petgeofacip.blogspot.com/,Ciências Humanas,Ações Afirmativas,2009,https://instagram.com/petgeografia,,,, MG,www.ich.ufu.br/unidades/pet/pet-geografia,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Conexões Ciência da Computação,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",Campus Rio Pomba,Rio_Pomba,pet.computacao@ifsudestemg.edu.br,sistemas.riopomba.ifsudestemg.edu.br/gpca/,Ciências Exatas e da Terra,,2010,,https://www.facebook.com/gpca.if/,,, MG,,List of universities in Brazil by state,https://en.wikipedia.org/wiki/List_of_universities_in_Brazil_by_state,
PET Conexões de Saberes Ciências da Natureza e Matemática,Universidade Federal do Triângulo Mineiro,Campus Uberaba,Uberaba,petconexoescnm@gmail.com,,Interdisciplinar,Educação e Formação de Professores,2009,https://instagram.com/pet_cnm,https://www.facebook.com/pet.cnm.ciencias.da.natureza.e.matematica.4,,, MG,,Federal University of Triângulo Mineiro,https://en.wikipedia.org/wiki/Federal_University_of_Tri%C3%A2ngulo_Mineiro,Q10387837
PET Bacharelado Interdisciplinar em Ciência e Economia,Universidade Federal de Alfenas,Campus Varginha,Varginha,pet.bice@unifal-mg.edu.br,petbiceunifal2017.wixsite.com/petbice,Ciências Sociais Aplicadas,,2010,https://instagram.com/petbiceunifalmg,https://www.facebook.com/petbice,,https://www.youtube.com/channel/UCG4mtF0zAGhDKQRAfz2zgcw, MG,,Federal University of Alfenas,https://en.wikipedia.org/wiki/Federal_University_of_Alfenas,Q10387825
"PET Conexões de Saberes: Inclusão, Diversidade e Protagonismo",Universidade Federal de Mato Grosso,Campus Cuiabá,Cuiabá,petconexoesufmtcba@gmail.com,,Interdisciplinar,"Inclusão, Diversidade e Protagonismo",2010,https://instagram.com/pet_inclusao.diversidad.protag,,,, MT,www.ufmt.br/pro-reitoria/proeg/pagina/coordenacao-de-formacao-docentecfd/1432,Federal University of Mato Grosso,https://en.wikipedia.org/wiki/Federal_University_of_Mato_Grosso,Q7894374
PET Educação Física e Lazer,Universidade Federal de Minas Gerais,Campus Pampulha,Pampulha,pet.efelazer@gmail.com,,Ciências da Saúde,Lazer,2003,https://instagram.com/petefelazer.ufmg,https://cenapet.org/grupos/282/facebook.com/petefelazer/,,https://youtube.com/user/petlazer, MG,,Federal University of Minas Gerais,https://en.wikipedia.org/wiki/Federal_University_of_Minas_Gerais,Q132140
PET Engenharia de Alimentos,Universidade Federal do Rio Grande,Campus Carreiros,Carreiros,grupopeteafurg@gmail.com,,Ciências Agrárias,,2012,https://instagram.com/peteafurg,https://www.facebook.com/peteafurg/,,https://www.youtube.com/channel/UCWrdABFyxsOneEsk81nIYdA, RS,,Federal University of Rio Grande do Sul,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Sul,
PET Matemática,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia,petmat.famat@gmail.com,,Ciências Exatas e da Terra,,1992,https://instagram.com/petmatufu,https://www.facebook.com/petmatematicaufu,,https://www.youtube.com/c/PETMatem%C3%A1ticaUFU, MG,www.pet.famat.ufu.br/,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Solos: agregando saberes,Universidade Estadual de Santa Cruz,Campus Câmpus Soane Nazaré de Andrade,Câmpus_Soane_Nazaré_de_Andrade,petsolos@uesc.br,www.petsolosuesc.com/,Ciências Exatas e da Terra,Solos,2009,https://instagram.com/petsolos.uesc,https://cenapet.org/grupos/286/facebook.com/petsolosuesc/,,https://www.youtube.com/channel/UCQKBcJwUEIBPU6c22ZrIgtA/featured, BA,www.uesc.br/projetos/petsolos/index.php?item=conteudo_projetos.php,State University of Santa Cruz,https://en.wikipedia.org/wiki/State_University_of_Santa_Cruz,Q10387814
PET Enfermagem,Universidade Federal do Triângulo Mineiro,Campus Uberaba,Uberaba,uftmpetenfermagem@gmail.com,,Ciências da Saúde,Políticas Públicas de Saúde,2006,,https://cenapet.org/grupos/287/facebook.com/PetEnfermagemUftm/,,https://www.youtube.com/channel/UC7Wv3SKxzoUNaEJsPdhYxRw, MG,,Federal University of Triângulo Mineiro,https://en.wikipedia.org/wiki/Federal_University_of_Tri%C3%A2ngulo_Mineiro,Q10387837
PET Design,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",Campus Florianópolis,Florianópolis,petdesign.fln@ifsc.edu.br%E2%80%8B,sites.florianopolis.ifsc.edu.br/petdesign/,Ciências Sociais Aplicadas,,2006,https://instagram.com/petdesignifsc,https://www.facebook.com/DesignIFSCPET,,https://www.youtube.com/channel/UCxbY2khND_3tmMZNuP6ddog, SC,,Florianópolis,https://en.wikipedia.org/wiki/Florian%C3%B3polis,
PET Economia Solidária,Universidade Federal de São Carlos,Campus São Carlos,São_Carlos,pet.ufscar@ufscar.br,,Interdisciplinar,,2010,https://instagram.com/pet_ecosol,https://www.facebook.com/PETEcosol,,, SP,www.numiecosol.ufscar.br/ensino/pet,Federal University of São Carlos,https://en.wikipedia.org/wiki/Federal_University_of_S%C3%A3o_Carlos,Q5440482
PET Indígena - Ações em Saúde,Universidade Federal de São Carlos,Campus São Carlos,São_Carlos,petindsaude@ufscar.br,petindiufscar.wixsite.com/petindigenaufscar,Ciências da Saúde,Saúde Indígena,2010,https://instagram.com/petsaudeindigenaufscar,https://cenapet.org/grupos/290/facebook.com/petsaudeindigenaufscar/,,https://www.youtube.com/channel/UCaP1o08seirYG59q18hrMXw, SP,www.conexoes.ufscar.br/pet-conexoes-indigena-acoes-em-saude.html,Federal University of São Carlos,https://en.wikipedia.org/wiki/Federal_University_of_S%C3%A3o_Carlos,Q5440482
PET-Letras,Universidade Federal do Triângulo Mineiro,Campus Uberaba,Uberaba,petletrasuftm.uberaba@gmail.com,www.petletrasuftm.com.br/,"Linguística, Letras e Arte",,2007,https://instagram.com/petletrasuftm,,,, MG,www.uftm.edu.br/editais-institucionais/programa-de-educacao-tutorial-pet,Federal University of Triângulo Mineiro,https://en.wikipedia.org/wiki/Federal_University_of_Tri%C3%A2ngulo_Mineiro,Q10387837
PET Práxis,Universidade Federal da Fronteira Sul,Campus Erechim,Erechim,petpraxiserechim@gmail.com,petconexoesdesaberes-uffs.blogspot.com/,Interdisciplinar,Educação popular,2010,https://instagram.com/petpraxisuffs,https://www.facebook.com/GrupoPraxisPETConexoesdeSaberes,,https://www.youtube.com/channel/UCyfscokCTeKkCYUv3rpxmMA?view_as=subscriber, SC,www.uffs.edu.br/institucional/pro-reitorias/graduacao/programas/pet/pet-apresentacao,Federal University of Fronteira Sul,https://en.wikipedia.org/wiki/Federal_University_of_Fronteira_Sul,Q7894370
PET Engenharia Ambiental,Universidade Federal do Ceará,Campus Pici,Fortaleza,petambiental@ufc.br,petengambufc.wordpress.com/,Engenharias,Ambiental,2010,https://instagram.com/petambientalufc_,,,, CE,prograd.ufc.br/pt/cursos-de-graduacao/engenharia-ambiental-fortaleza/,Federal University of Ceará,https://en.wikipedia.org/wiki/Federal_University_of_Cear%C3%A1,Q2749558
PET Música em Etnografia,Universidade de Brasília,Campus Darcy Ribeiro,Darcy_Ribeiro,petmusica@unb.br,petmusica.unb.br/,"Linguística, Letras e Arte",,2011,https://instagram.com/petmusicaunb,,https://twitter.com/@petmusicaunb,, DF,petmusica.unb.br/,University of Brasília,https://en.wikipedia.org/wiki/University_of_Bras%C3%ADlia,Q1330634
PET Agroflorestal,Universidade Federal de Mato Grosso do Sul,Campus Chapadão do Sul,Chapadão_do_Sul,petagroflorestal@hotmail.com,,Ciências Agrárias,,2010,https://instagram.com/pet_cpcs,,,https://www.youtube.com/channel/UCYmgQ1kx7CWZ8crL0n0WrWw, MS,,Mato Grosso do Sul,https://en.wikipedia.org/wiki/Mato_Grosso_do_Sul,
PET Biologia,Universidade Federal Dos Vales do Jequitinhonha e Mucuri,Campus JK - Diamantina,JK,ricbarata@hotmail.com,,Ciências Biológicas,Ciências Biológicas,2010,,,,https://www.youtube.com/channel/UClBStY4P0doIFHZPcf7VrFg, MG,ufvjm.edu.br/prograd/pet-programa-de-educacao-tutorial.html,Federal University of Vales do Jequitinhonha e Mucuri,https://en.wikipedia.org/wiki/Federal_University_of_Vales_do_Jequitinhonha_e_Mucuri,Q10387836
PET Engenharia Elétrica,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Ilha Solteira,Ilha_Solteira,peteletricailh@gmail.com,pet-ee.wixsite.com/peteletrica,Engenharias,,2012,https://instagram.com/peteletricailha,https://www.facebook.com/peteletricailha,,https://www.youtube.com/channel/UC8Irwo0fFPRMIQGspwtmBcw, SP,www.feis.unesp.br/#!/departamentos/engenharia-eletrica/pesquisas-e-projetos/pet/fale-conosco/,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Geografia,Universidade Estadual de Londrina,Campus Londrina,Londrina,geografia.petuel@gmail.com,geografiapetuel.wixsite.com/website,Ciências Humanas,,1994,https://instagram.com/petgeouel,https://www.facebook.com/petgeouel/,,https://www.youtube.com/channel/UChTwJ6tiF-rnJAI4PlX-Apw, PR,www.uel.br/prograd/?content=pet/index_entrada.html,Londrina,https://en.wikipedia.org/wiki/Londrina,
"PET Conexões de Saberes Tecnologias Sociais, Trabalho e Desenvolvimento Social Regional",Universidade Federal de Alfenas,Campus Poços de Caldas,Poços_de_Caldas,petsaberespcaldas@unifal-mg.edu.br,petconexoespcaldas.wixsite.com/conexoesdesaberes,Interdisciplinar,Tecnologias Sociais,2010,https://instagram.com/petsaberes,https://www.facebook.com/pet.conexoes.unifal/,,https://www.youtube.com/channel/UC__wnjnP2o_6x1KTTxyk_ag, MG,www.unifal-mg.edu.br/graduacao/pet/,Federal University of Alfenas,https://en.wikipedia.org/wiki/Federal_University_of_Alfenas,Q10387825
PET Matemática (Licenciatura),Universidade Federal de Goiás,Campus Samambaia,Goiânia,petmat.ufg@gmail.com,,Ciências Exatas e da Terra,,2007,https://instagram.com/petmatufg,,,, GO,www.ime.ufg.br/p/37710-programa-de-educacao-tutorial-da-matematica-petmat,Federal University of Goiás,https://en.wikipedia.org/wiki/Federal_University_of_Goi%C3%A1s,Q7894375
PET Enfermagem,Universidade Federal de Goiás,Campus Colemar Natal e Silva,Goiânia,pet.fen.ufg@gmail.com,,Ciências da Saúde,ENFERMAGEM,1996,https://instagram.com/petenfermagemufg,,,https://www.youtube.com/channel/UCP2mGJ174syLk5gzrbjmMIA, GO,www.fen.ufg.br/p/18207-pet-fen-apresentacao,Federal University of Goiás,https://en.wikipedia.org/wiki/Federal_University_of_Goi%C3%A1s,Q7894375
PET Nutrição,Universidade Federal de Goiás,Campus Colemar Natal e Silva,Goiânia,petnutufg@gmail.com,petnutufg.blogspot.com/,Ciências da Saúde,,2007,https://instagram.com/petnutufg,,,https://www.youtube.com/channel/UCJnJ3BsXTcgdBjIRP2o6zHw, GO,fanut.ufg.br/p/30472-petnut-programa-de-educacao-tutorial,Federal University of Goiás,https://en.wikipedia.org/wiki/Federal_University_of_Goi%C3%A1s,Q7894375
PET Fitoterapia,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,petfitoterapia17@gmail.com,www.ufcg.edu.br/petfitoterapia,Ciências da Saúde,Fitoterapia,2011,https://instagram.com/_petfitoterapia,https://cenapet.org/grupos/307/facebook.com/PetFitoterapia/,,https://www.youtube.com/channel/UCtYsRzN3PGlDD_iMRpD9ROw, PB,www.ufcg.edu.br/petfitoterapia,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
